703;Allan Blaze;1994-06-24;Genua Cfc/Midfield/Left Midfield;180
704;Jami Rafati;1994-04-26;Genua Cfc/Midfield/Central Midfield;170
705;Dániel T?zsér;1985-05-12;Genua Cfc/Midfield/Central Midfield;187
706;Luca Tagliavacche;1995-01-05;Genua Cfc/Midfield/Defensive Midfield;183
707;Zaine Pierre;1993-09-21;Genua Cfc/Midfield/Defensive Midfield;179
708;Enzo Di Santantonio;1995-07-11;Genua Cfc/Midfield/Defensive Midfield;179
709;Jakub Hromada;1996-05-25;Genua Cfc/Midfield/Defensive Midfield;180
710;Felipe Seymour;1987-07-23;Genua Cfc/Midfield/Defensive Midfield;174
711;Paolo Sokoli;1995-03-29;Genua Cfc/Defender/Right-Back;0
712;Rodney Strasser;1990-03-30;Genua Cfc/Midfield/Defensive Midfield;181
713;Francesco Di Marco;1995-07-28;Genua Cfc/Defender/Left-Back;100
714;Lorenzo Gallotti;1995-07-03;Genua Cfc/Defender/Left-Back;0
715;Giacomo Lucarini;1995-05-02;Genua Cfc/Defender/Centre-Back;190
716;Francesco Todisco;1995-12-28;Genua Cfc/Defender/Centre-Back;0
717;Nicola Pasini;1991-04-10;Genua Cfc/Defender/Centre-Back;185
718;Kévin Vinetot;1988-06-14;Genua Cfc/Defender/Centre-Back;187
719;Diego Polenta;1992-02-06;Genua Cfc/Defender/Centre-Back;185
720;Alberto Marchiori;1993-05-11;Genua Cfc/Defender/Centre-Back;195
721;Andrea Tufano;1994-10-08;Genua Cfc/Goalkeeper/Goalkeeper;0
722;Axel Gulin;1995-07-19;Ac Florenz/Attack/Right Winger;169
723;Massimo Ambrosini;1977-05-29;Ac Florenz/Midfield/Central Midfield;182
724;Rubén Olivera;1983-05-04;Ac Florenz/Midfield/Central Midfield;184
725;Saverio Madrigali;1995-01-28;Ac Florenz/Defender/Centre-Back;190
726;Antonio Meola;1990-05-08;As Livorno/Defender/Right-Back;181
727;Gustavo Munúa;1978-01-27;Ac Florenz/Goalkeeper/Goalkeeper;188
728;Isaia Bertolacci;1996-05-17;Ac Florenz/Goalkeeper/Goalkeeper;0
729;Maicosuel;1986-06-16;Udinese Calcio/Attack/Left Winger;180
730;Marco Bertoia;1995-05-24;Udinese Calcio/Midfield/Central Midfield;180
731;Pape Dia;1993-04-20;Udinese Calcio/Attack/Left Winger;183
732;Hassan Yebda;1984-05-14;Udinese Calcio/Midfield/Central Midfield;187
733;Ruben D'Incà;1994-03-31;Udinese Calcio/Attack/Right Winger;177
734;Frano Mlinar;1992-03-30;Udinese Calcio/Midfield/Defensive Midfield;182
735;Davide Marsura;1994-02-20;Udinese Calcio/Attack/Left Winger;187
736;Rosario Licata;1989-01-16;Udinese Calcio/Defender/Left-Back;184
737;Jean-Alain Fanchone;1988-09-02;Udinese Calcio/Defender/Left-Back;175
738;Luca Corrado;1994-04-12;Udinese Calcio/Defender/Centre-Back;183
739;Simone Sbardella;1993-04-17;Udinese Calcio/Defender/Centre-Back;180
740;Marco Frison;1995-03-24;Udinese Calcio/Defender/Centre-Back;183
741;Filippo Berra;1995-02-06;Udinese Calcio/Defender/Right-Back;184
742;Matías Campos Toro;1989-06-22;Udinese Calcio/Defender/Left-Back;176
743;Wojciech Pawlowski;1993-01-18;Udinese Calcio/Goalkeeper/Goalkeeper;190
744;Jefferson Oliveira;1990-02-25;Udinese Calcio/Defender/Centre-Back;193
745;Emiliano Alfaro;1988-04-28;Lazio Rom/Attack/Centre-Forward;173
746;Milos Antic;1989-07-03;Lazio Rom/Attack/Right Winger;187
747;Seyi Adeleke;1991-11-17;Lazio Rom/Midfield/Central Midfield;180
748;Riccardo Perpetuini;1990-08-04;Lazio Rom/Midfield/Central Midfield;177
749;Giuseppe Capua;1992-01-11;Lazio Rom/Midfield/Central Midfield;174
750;Gianluca Pollace;1995-12-25;Lazio Rom/Defender/Right-Back;182
751;Alessio Luciani;1990-01-16;Lazio Rom/Defender/Right-Back;176
752;Riccardo Serpieri;1994-02-15;Lazio Rom/Defender/Centre-Back;183
753;Andrea Sbraga;1992-01-14;Lazio Rom/Defender/Centre-Back;189
754;Luca Crescenzi;1992-04-02;Lazio Rom/Defender/Centre-Back;188
755;André Dias;1979-05-15;Lazio Rom/Defender/Centre-Back;184
756;Aurimas Vilkaitis;1993-02-11;Lazio Rom/Defender/Centre-Back;193
757;Doudou Mangni;1993-03-29;Atalanta Bergamo/Attack/Centre-Forward;180
758;Simone Magnaghi;1993-10-12;Atalanta Bergamo/Attack/Centre-Forward;188
759;Rubén Bentancourt;1993-03-02;Atalanta Bergamo/Attack/Centre-Forward;184
760;Giuseppe De Luca;1991-10-11;Atalanta Bergamo/Attack/Centre-Forward;168
761;Matteo Ardemagni;1987-03-26;Atalanta Bergamo/Attack/Centre-Forward;185
762;Alessandro Favaro;1995-07-18;Udinese Calcio/Goalkeeper/Goalkeeper;189
763;Leonardo Gatto;1992-04-28;Atalanta Bergamo/Attack/Left Winger;179
764;Federico Varano;1995-01-31;Atalanta Bergamo/Attack/Attacking Midfield;180
765;Gianluca Barba;1995-02-28;Atalanta Bergamo/Midfield/Central Midfield;172
766;Nicolò Tonon;1993-09-29;Atalanta Bergamo/Midfield/Central Midfield;177
767;Simone Emmanuello;1994-04-25;Atalanta Bergamo/Midfield/Central Midfield;186
768;Joakim Olausson;1995-01-14;Atalanta Bergamo/Midfield/Central Midfield;182
769;Antonio Palma;1994-01-03;Atalanta Bergamo/Midfield/Central Midfield;170
770;Nadir Minotti;1992-05-16;Atalanta Bergamo/Midfield/Defensive Midfield;188
771;Valerio Nava;1994-01-17;Atalanta Bergamo/Defender/Right-Back;191
772;Matteo Contini;1980-04-16;Atalanta Bergamo/Defender/Centre-Back;184
773;Luca Milesi;1993-04-28;Atalanta Bergamo/Defender/Centre-Back;188
774;Mario Yepes;1976-01-13;Atalanta Bergamo/Defender/Centre-Back;0
775;Carlo Cremaschi;1992-01-27;Atalanta Bergamo/Defender/Right-Back;180
776;Luca Zanotti;1994-04-29;Atalanta Bergamo/Goalkeeper/Goalkeeper;187
777;Aladje;1993-10-22;Us Sassuolo/Attack/Centre-Forward;187
778;Gaetano Masucci;1984-10-26;Us Sassuolo/Attack/Centre-Forward;172
779;Lorenzo Lari;1994-10-07;Us Sassuolo/Midfield/Right Midfield;0
780;Eros Castelletto;1995-08-11;Us Sassuolo/Midfield/Central Midfield;175
781;Carl Valeri;1984-08-14;Us Sassuolo/Midfield/Central Midfield;183
782;Tommaso Bianchi;1988-11-01;Us Sassuolo/Midfield/Central Midfield;188
783;Alex Redolfi;1994-01-20;Atalanta Bergamo/Defender/Centre-Back;188
784;Daniele Vacondio;1994-04-01;Us Sassuolo/Defender/Right-Back;177
785;Luca Benedetti;1992-06-09;Us Sassuolo/Defender/Centre-Back;0
786;Lino Marzorati;1986-10-12;Us Sassuolo/Defender/Centre-Back;184
787;Lorenzo Laverone;1989-04-19;Us Sassuolo/Defender/Right-Back;177
788;Reto Ziegler;1986-01-16;Us Sassuolo/Defender/Centre-Back;183
789;Simone Perilli;1995-01-07;Us Sassuolo/Goalkeeper/Goalkeeper;195
790;Lorenzo Bambozzi;1994-07-26;Us Sassuolo/Midfield/Central Midfield;178
791;Ilyas Zeytullaev;1982-08-13;Fc Turin/Attack/Left Winger;179
792;Sergiu Suciu;1990-05-08;Fc Turin/Midfield/Central Midfield;184
793;Alessandro Comentale;1995-01-25;Fc Turin/Midfield/Defensive Midfield;170
794;Nicolás Gorobsov;1989-11-25;Fc Turin/Midfield/Defensive Midfield;177
795;Marco Chiosa;1993-11-19;Fc Turin/Defender/Centre-Back;181
796;Filippo Scaglia;1992-01-31;Fc Turin/Defender/Centre-Back;190
797;Umberto Saracco;1994-04-10;Fc Turin/Goalkeeper/Goalkeeper;190
798;Marco Sordi;1995-09-07;Fc Turin/Goalkeeper/Goalkeeper;0
799;Ameth Fall;1991-04-04;Catania Calcio/Attack/Centre-Forward;185
800;Moreno Beretta;1993-05-28;Sampdoria Genua/Attack/Centre-Forward;184
801;Marcos De Paula;1983-12-19;Chievo Verona/Attack/Centre-Forward;186
802;Matteo Colombi;1994-06-13;Inter Mailand/Attack/Centre-Forward;190
803;Pablo Granoche;1983-09-05;Chievo Verona/Attack/Centre-Forward;185
804;Gianluca Rizzitelli;1994-02-17;Hellas Verona/Attack/Centre-Forward;183
805;Kris Jogan;1991-09-14;Hellas Verona/Attack/Centre-Forward;0
806;Amadou Samb;1988-04-22;Hellas Verona/Attack/Centre-Forward;187
807;Nicola Ferrari;1983-07-15;Hellas Verona/Attack/Centre-Forward;183
808;Andrea Cocco;1986-04-08;Hellas Verona/Attack/Centre-Forward;182
809;Alessandro Sgrigna;1980-04-24;Hellas Verona/Attack/Second Striker;179
810;Alessandro Carrozza;1982-02-01;Hellas Verona/Attack/Left Winger;178
811;David Speziale;1994-06-22;Hellas Verona/Attack/Attacking Midfield;180
812;Pasquale De Vita;1994-03-03;Hellas Verona/Attack/Attacking Midfield;176
813;Simone Ceccarelli;1994-01-28;Hellas Verona/Midfield/Left Midfield;0
814;Paolo Grossi;1985-05-29;Hellas Verona/Midfield/Central Midfield;180
815;Michael Rabusic;1989-09-17;Hellas Verona/Attack/Centre-Forward;185
816;Oscar Arzamendia;1994-05-26;Hellas Verona/Midfield/Defensive Midfield;174
817;Marco Donadel;1983-04-21;Hellas Verona/Midfield/Defensive Midfield;179
818;Gennaro Esposito;1985-03-18;Hellas Verona/Midfield/Defensive Midfield;180
819;Ezequiel Cirigliano;1992-01-24;Hellas Verona/Midfield/Defensive Midfield;174
820;Iván Pillud;1986-04-24;Hellas Verona/Defender/Right-Back;178
821;Harallamb Qaqi;1993-09-17;Hellas Verona/Defender/Centre-Back;188
822;Stefano Bertasi;1993-11-17;Hellas Verona/Defender/Centre-Back;0
823;Mattia Spezzani;1992-05-19;Hellas Verona/Midfield/Central Midfield;179
824;Filippo De Col;1993-10-28;Hellas Verona/Defender/Right-Back;183
825;Daniele Borra;1995-07-28;Hellas Verona/Goalkeeper/Goalkeeper;192
826;Dino Martinovic;1990-07-20;Hellas Verona/Attack/Left Winger;180
827;Diego Milito;1979-06-12;Inter Mailand/Attack/Centre-Forward;183
828;Andy Polo;1994-09-29;Inter Mailand/Attack/Right Winger;173
829;Riccardo Bocalon;1989-03-03;Inter Mailand/Attack/Centre-Forward;186
830;Diego Mella;1993-02-01;Inter Mailand/Attack/Attacking Midfield;184
831;Andrea Mira;1995-01-17;Inter Mailand/Midfield/Defensive Midfield;182
832;Simone Pasa;1994-01-21;Inter Mailand/Midfield/Defensive Midfield;184
833;Javier Zanetti;1973-08-10;Inter Mailand/Defender/Right-Back;178
834;Stefano Dalla Riva;1995-04-01;Inter Mailand/Defender/Left-Back;0
835;Rodrigo Alborno;1993-08-12;Inter Mailand/Defender/Left-Back;180
836;Niccolò Di Stefano;1995-05-04;Inter Mailand/Defender/Centre-Back;187
837;Lorenzo Paramatti;1995-01-02;Inter Mailand/Defender/Centre-Back;185
838;Lukas Spendlhofer;1993-06-02;Inter Mailand/Defender/Centre-Back;187
839;Wálter Samuel;1978-03-23;Inter Mailand/Defender/Centre-Back;183
840;Luca Maniero;1995-06-12;Inter Mailand/Goalkeeper/Goalkeeper;187
841;Mamadou Samassa;1986-05-01;Chievo Verona/Attack/Centre-Forward;188
842;Giovanni Zaro;1994-05-12;Inter Mailand/Defender/Centre-Back;193
843;Radoslav Kirilov;1992-06-29;Chievo Verona/Attack/Left Winger;170
844;Cristian Chivu;1980-10-26;Inter Mailand/Defender/Centre-Back;184
845;Alberto Tibolla;1996-01-31;Chievo Verona/Midfield/Central Midfield;183
846;Filippo Fondi;1989-07-03;Chievo Verona/Midfield/Central Midfield;186
847;Alessandro Sbaffo;1990-08-27;Chievo Verona/Attack/Attacking Midfield;187
848;Juri Cisotti;1993-05-05;Chievo Verona/Midfield/Central Midfield;175
849;Lucas Finazzi;1990-08-18;Chievo Verona/Midfield/Central Midfield;179
850;Adrián Calello;1987-05-14;Chievo Verona/Midfield/Defensive Midfield;178
851;Anthony Rivituso;1995-01-06;Chievo Verona/Defender/Right-Back;183
852;Matteo Rubin;1987-07-09;Chievo Verona/Defender/Left-Back;183
853;Manuel Pamic;1986-08-20;Chievo Verona/Defender/Left-Back;177
854;Oumaro Coulibaly;1993-12-14;Chievo Verona/Defender/Centre-Back;191
855;Simone Aldrovandi;1994-04-02;Chievo Verona/Defender/Centre-Back;186
856;Alessandro Bassoli;1990-06-19;Chievo Verona/Defender/Centre-Back;185
857;Idriz Toskic;1995-10-12;Chievo Verona/Midfield/Central Midfield;177
858;Jacopo Coletta;1992-04-19;Chievo Verona/Goalkeeper/Goalkeeper;185
859;Lorenzo Squizzi;1974-06-20;Chievo Verona/Goalkeeper/Goalkeeper;191
860;Simone Moschin;1996-01-20;Chievo Verona/Goalkeeper/Goalkeeper;188
861;Amedeo Benedetti;1991-10-25;Chievo Verona/Defender/Left-Back;170
862;Sergio Viotti;1990-03-04;Chievo Verona/Goalkeeper/Goalkeeper;188
863;Andelko Savic;1993-03-11;Sampdoria Genua/Attack/Centre-Forward;188
864;Simone Corazza;1991-03-22;Sampdoria Genua/Attack/Centre-Forward;178
865;Juan Antonio;1988-01-05;Sampdoria Genua/Attack/Second Striker;186
866;Andrea Corsini;1996-02-24;Sampdoria Genua/Attack/Attacking Midfield;0
867;Gregorio Luperini;1994-02-10;Sampdoria Genua/Midfield/Central Midfield;186
868;Gianluca Sampietro;1993-03-15;Sampdoria Genua/Midfield/Central Midfield;175
869;Alessandro Martinelli;1993-05-30;Sampdoria Genua/Midfield/Central Midfield;175
870;Mattia Lombardo;1995-02-14;Sampdoria Genua/Midfield/Defensive Midfield;183
871;Renan;1986-06-19;Sampdoria Genua/Midfield/Defensive Midfield;186
872;Vedran Celjak;1991-08-13;Sampdoria Genua/Defender/Right-Back;188
873;Simone Dejori;1995-05-14;Sampdoria Genua/Defender/Left-Back;186
874;Zsolt Laczkó;1986-12-18;Sampdoria Genua/Defender/Left-Back;183
875;Edoardo Blondett;1992-01-07;Sampdoria Genua/Defender/Centre-Back;185
876;Davide Gavazzi;1986-05-07;Sampdoria Genua/Midfield/Central Midfield;185
877;Luca Piana;1994-04-06;Sampdoria Genua/Defender/Centre-Back;185
878;Edgar Cani;1989-07-22;Catania Calcio/Attack/Centre-Forward;192
879;Simone Caruso;1994-09-09;Catania Calcio/Attack/Right Winger;171
880;Fabio Aveni;1994-09-05;Catania Calcio/Attack/Left Winger;178
881;Emiliano Tortolano;1990-05-22;Catania Calcio/Attack/Left Winger;170
882;Agostino Gallo;1995-03-05;Catania Calcio/Midfield/Central Midfield;185
883;Federico Freire;1990-11-06;Catania Calcio/Midfield/Central Midfield;181
884;Federico Moretti;1988-10-28;Catania Calcio/Midfield/Central Midfield;187
885;Pablo Barrientos;1985-01-17;Catania Calcio/Attack/Right Winger;176
886;Sergio Almirón;1980-11-07;Catania Calcio/Midfield/Central Midfield;180
887;Fabio Sciacca;1989-05-16;Catania Calcio/Midfield/Central Midfield;184
888;Ousmane Diop;1994-06-03;Catania Calcio/Midfield/Defensive Midfield;175
889;Fabián Rinaudo;1987-05-08;Catania Calcio/Midfield/Defensive Midfield;175
890;Michele De Matteis;1995-01-21;Catania Calcio/Defender/Right-Back;181
891;Pablo Álvarez;1984-04-17;Catania Calcio/Defender/Right-Back;177
892;Mario Bria;1993-04-30;Catania Calcio/Defender/Left-Back;183
893;Gino Peruzzi;1992-06-09;Catania Calcio/Defender/Right-Back;176
894;Ludovico Palumbo;1995-07-22;Catania Calcio/Defender/Left-Back;0
895;Dragan Lovric;1996-01-03;Catania Calcio/Defender/Centre-Back;191
896;Erick Cabalceta;1993-01-09;Catania Calcio/Defender/Centre-Back;186
897;Fabián Monzón;1987-04-13;Catania Calcio/Defender/Left-Back;183
898;Simone Brugaletta;1994-01-19;Catania Calcio/Defender/Centre-Back;178
899;Nicola Legrottaglie;1976-10-20;Catania Calcio/Defender/Centre-Back;189
900;Nabila Samba;1992-09-15;Catania Calcio/Defender/Centre-Back;0
901;Maks Barisic;1995-03-06;Catania Calcio/Attack/Right Winger;187
902;Alexis Rolín;1989-02-07;Catania Calcio/Defender/Centre-Back;186
903;Giorgio Costanzo;1996-06-14;Catania Calcio/Goalkeeper/Goalkeeper;181
904;Sergio Garufi;1995-09-16;Catania Calcio/Midfield/Central Midfield;178
905;Filip Jankovic;1995-01-17;Parma Calcio 1913/Midfield/Central Midfield;0
906;Giuseppe Ficara;1995-08-24;Catania Calcio/Goalkeeper/Goalkeeper;186
907;Jaime Valdés;1981-01-11;Parma Calcio 1913/Midfield/Central Midfield;175
908;Dembel Sall;1994-06-16;Parma Calcio 1913/Defender/Centre-Back;183
909;Davide Zagnoni;1995-02-19;Parma Calcio 1913/Defender/Centre-Back;184
910;Lazar Petkovic;1995-04-17;Parma Calcio 1913/Goalkeeper/Goalkeeper;197
911;Daniele De Angelis;1995-03-29;Parma Calcio 1913/Goalkeeper/Goalkeeper;0
912;Nicola Pavarini;1974-02-24;Parma Calcio 1913/Goalkeeper/Goalkeeper;190
913;Ciro Capuano;1981-07-10;Catania Calcio/Defender/Centre-Back;186
914;Gonzalo Martinez;1996-04-02;Parma Calcio 1913/Attack/Second Striker;173
915;Filippo Scardina;1992-02-26;As Rom/Attack/Centre-Forward;183
916;Davide Bariti;1991-09-07;Ssc Neapel/Attack/Left Winger;173
917;Toni Doblas;1980-08-05;Ssc Neapel/Goalkeeper/Goalkeeper;184
918;Mirko Vucinic;1983-10-01;Juventus Turin/Attack/Centre-Forward;186
919;Jorge Martínez;1983-04-05;Juventus Turin/Attack/Right Winger;181
920;Matteo Gerbaudo;1995-05-10;Juventus Turin/Midfield/Central Midfield;180
921;Filippo Penna;1995-03-24;Juventus Turin/Defender/Centre-Back;178
922;Gianmarco Vannucchi;1995-07-30;Juventus Turin/Goalkeeper/Goalkeeper;182
923;Leonardo Citti;1995-07-14;Juventus Turin/Goalkeeper/Goalkeeper;193
924;Alexis Ferrante;1995-06-27;As Rom/Attack/Centre-Forward;181
925;Rodrigo Taddei;1980-03-06;As Rom/Attack/Right Winger;179
926;Giammario Piscitella;1993-03-24;As Rom/Attack/Left Winger;175
927;Michel Bastos;1983-08-02;As Rom/Midfield/Left Midfield;0
928;Michael Bradley;1987-07-31;As Rom/Midfield/Central Midfield;189
929;Simone Battaglia;1995-03-18;As Rom/Midfield/Central Midfield;170
930;Wesley Yamnaine;1993-07-07;As Rom/Defender/Left-Back;174
931;Paolo Frascatore;1992-01-04;As Rom/Defender/Left-Back;187
932;Vlad Marin;1995-05-15;As Rom/Defender/Centre-Back;180
933;Mihai Balasa;1995-01-14;As Rom/Defender/Centre-Back;186
934;Francesco Proietti Gaffi;1994-05-21;As Rom/Goalkeeper/Goalkeeper;187
935;Tomas Svedkauskas;1994-06-22;As Rom/Goalkeeper/Goalkeeper;187
936;Júlio Sérgio;1978-11-08;As Rom/Goalkeeper/Goalkeeper;187
937;Daniele Grandi;1993-02-05;Fc Bologna/Attack/Centre-Forward;185
938;Zan Benedicic;1995-10-03;Ac Mailand/Midfield/Defensive Midfield;187
939;Luca Iotti;1995-11-09;Ac Mailand/Defender/Centre-Back;189
940;Kaká;1982-04-22;Ac Mailand/Attack/Attacking Midfield;186
941;Luca Veratti;1993-02-03;Fc Bologna/Attack/Centre-Forward;188
942;Henry Giménez;1986-03-13;Fc Bologna/Attack/Centre-Forward;176
943;Davide Moscardelli;1980-02-03;Fc Bologna/Attack/Centre-Forward;185
944;Federico Rodríguez;1991-04-03;Fc Bologna/Attack/Centre-Forward;185
945;Jonathan Cristaldo;1989-03-05;Fc Bologna/Attack/Centre-Forward;174
946;Matteo Montorsi;1994-02-07;Fc Bologna/Attack/Attacking Midfield;175
947;Riccardo Pasi;1990-08-27;Fc Bologna/Attack/Attacking Midfield;180
948;Manuel Gavilán;1991-07-12;Fc Bologna/Attack/Centre-Forward;181
949;Abdallah Yaisien;1994-05-23;Fc Bologna/Attack/Attacking Midfield;173
950;Gianluca Draghetti;1993-12-12;Fc Bologna/Attack/Attacking Midfield;0
951;Nicola Pescatore;1994-02-02;Fc Bologna/Midfield/Right Midfield;179
952;Riccardo Casini;1992-02-02;Fc Bologna/Midfield/Central Midfield;180
953;Martí Riverola;1991-01-26;Fc Bologna/Midfield/Central Midfield;177
954;Andrea Pisanu;1982-01-07;Fc Bologna/Midfield/Right Midfield;180
955;Alessandro Marchi;1989-12-07;Fc Bologna/Midfield/Central Midfield;181
956;Federico Casarini;1989-09-07;Fc Bologna/Midfield/Central Midfield;181
957;Francesco Bergamini;1994-11-05;Fc Bologna/Midfield/Central Midfield;0
958;Diego Pérez;1980-05-18;Fc Bologna/Midfield/Defensive Midfield;177
959;Mathías Abero;1990-04-09;Fc Bologna/Defender/Left-Back;184
960;Kadir Caidi;1990-07-17;Fc Bologna/Defender/Centre-Back;183
961;Angelo Gregorio;1991-04-11;Fc Bologna/Defender/Centre-Back;0
962;Matteo Boccaccini;1993-02-08;Fc Bologna/Defender/Centre-Back;190
963;Marco Maini;1995-04-14;Fc Bologna/Defender/Centre-Back;183
964;Ibson;1983-11-07;Fc Bologna/Midfield/Central Midfield;178
965;Andrea Mantovani;1984-06-22;Fc Bologna/Defender/Centre-Back;185
966;Michele Pazienza;1982-08-05;Fc Bologna/Midfield/Defensive Midfield;175
967;Pierluigi Ferrari;1996-02-12;Fc Bologna/Goalkeeper/Goalkeeper;0
968;Matteo Malagoli;1995-01-02;Fc Bologna/Goalkeeper/Goalkeeper;184
969;Giacomo Venturi;1992-01-02;Fc Bologna/Goalkeeper/Goalkeeper;183
970;Luca Marchignoli;1994-07-28;Fc Bologna/Goalkeeper/Goalkeeper;0
971;Filippo Lombardi;1990-04-22;Fc Bologna/Goalkeeper/Goalkeeper;187
972;Nicolas Anelka;1979-03-14;West Bromwich Albion/Attack/Centre-Forward;186
973;Markus Rosenberg;1982-09-27;West Bromwich Albion/Attack/Centre-Forward;0
974;Zoltán Gera;1979-04-22;West Bromwich Albion/Midfield/Central Midfield;183
975;Goran Popov;1984-10-02;West Bromwich Albion/Defender/Left-Back;188
976;Cameron Gayle;1992-11-22;West Bromwich Albion/Defender/Right-Back;181
977;George Thorne;1993-01-04;West Bromwich Albion/Midfield/Defensive Midfield;188
978;Diego Lugano;1980-11-02;West Bromwich Albion/Defender/Centre-Back;188
979;Lee Camp;1984-08-22;West Bromwich Albion/Goalkeeper/Goalkeeper;183
980;Luciano Becchio;1983-12-28;Norwich City/Attack/Centre-Forward;187
981;Liam Ridgewell;1984-07-21;West Bromwich Albion/Defender/Centre-Back;188
982;Anthony Pilkington;1988-06-06;Norwich City/Attack/Left Winger;181
983;David Fox;1983-12-13;Norwich City/Midfield/Central Midfield;175
984;Reece Hall-Johnson;1995-05-09;Norwich City/Defender/Right-Back;173
985;Carlo Nash;1973-09-13;Norwich City/Goalkeeper/Goalkeeper;197
986;Jordan Bowery;1991-07-02;Aston Villa/Attack/Centre-Forward;185
987;Jaanai Gordon;1995-12-07;West Ham United/Attack/Centre-Forward;178
988;Leroy Lita;1984-12-28;Swansea City/Attack/Centre-Forward;176
989;Ignacio Scocco;1985-05-29;Afc Sunderland/Attack/Centre-Forward;176
990;Conor Newton;1991-10-17;Newcastle United/Midfield/Central Midfield;181
991;David Vaughan;1983-02-18;Afc Sunderland/Midfield/Defensive Midfield;171
992;Carlos Cuéllar;1981-08-23;Afc Sunderland/Defender/Centre-Back;190
993;Joel Dixon;1993-12-09;Afc Sunderland/Goalkeeper/Goalkeeper;193
994;Krisztián Adorján;1993-01-19;Fc Liverpool/Attack/Attacking Midfield;184
995;Andrea Dossena;1981-09-11;Afc Sunderland/Midfield/Left Midfield;180
996;Liam Marrs;1992-11-26;Afc Sunderland/Defender/Right-Back;175
997;Shaq Coulthirst;1994-11-02;Tottenham Hotspur/Attack/Centre-Forward;180
998;Keiren Westwood;1984-10-23;Afc Sunderland/Goalkeeper/Goalkeeper;188
999;Kenny McEvoy;1994-09-04;Tottenham Hotspur/Attack/Right Winger;176
1000;Connor Ogilvie;1996-02-14;Tottenham Hotspur/Defender/Left-Back;184
1001;Laste Dombaxe;1995-05-15;Tottenham Hotspur/Midfield/Central Midfield;171
1002;Mason Springthorpe;1994-11-01;Fc Everton/Goalkeeper/Goalkeeper;191
1003;Aaron Wilbraham;1979-10-21;Crystal Palace/Attack/Centre-Forward;191
1004;Kevin Phillips;1973-07-25;Crystal Palace/Attack/Centre-Forward;170
1005;Jimmy Kébé;1984-01-19;Crystal Palace/Attack/Right Winger;187
1006;Elliot Grandin;1987-10-17;Crystal Palace/Attack/Attacking Midfield;180
1007;Kyle De Silva;1993-11-29;Crystal Palace/Midfield/Left Midfield;170
1008;Kagisho Dikgacoi;1984-11-24;Crystal Palace/Midfield/Central Midfield;183
1009;Matt Parsons;1991-12-25;Crystal Palace/Defender/Left-Back;178
1010;Jonathan Parr;1988-10-21;Crystal Palace/Defender/Left-Back;182
1011;Quade Taylor;1993-12-11;Crystal Palace/Defender/Centre-Back;191
1012;Alex Wynter;1993-09-15;Crystal Palace/Defender/Centre-Back;183
1013;Dean Moxey;1986-01-14;Crystal Palace/Defender/Left-Back;180
1014;Danny Gabbidon;1979-08-08;Crystal Palace/Defender/Centre-Back;178
1015;Roland Lamah;1987-12-31;Swansea City/Attack/Left Winger;180
1016;Garry Monk;1979-03-06;Swansea City/Defender/Centre-Back;183
1017;Dylan Tombides;1994-03-08;West Ham United/Attack/Centre-Forward;180
1018;Gregor Zabret;1995-08-18;Swansea City/Goalkeeper/Goalkeeper;187
1019;George Moncur;1993-08-18;West Ham United/Midfield/Central Midfield;175
1020;Danny Whitehead;1993-10-23;West Ham United/Midfield/Central Midfield;179
1021;Jack Collison;1988-10-02;West Ham United/Midfield/Central Midfield;183
1022;Callum Driver;1992-10-23;West Ham United/Defender/Right-Back;173
1023;George McCartney;1981-04-29;West Ham United/Defender/Left-Back;183
1024;Pelly-Ruddock Mpanzu;1994-03-22;West Ham United/Midfield/Defensive Midfield;175
1025;Sean Maguire;1994-05-01;West Ham United/Attack/Centre-Forward;175
1026;Roger Johnson;1983-04-28;West Ham United/Defender/Centre-Back;191
1027;Matthias Fanimo;1994-01-28;West Ham United/Attack/Right Winger;175
1028;Blair Turgott;1994-05-22;West Ham United/Attack/Centre-Forward;183
1029;Ange-Freddy Plumain;1995-03-02;Fc Fulham/Attack/Left Winger;184
1030;Mesca;1993-05-06;Fc Fulham/Midfield/Right Midfield;175
1031;Ross Fitzsimons;1994-05-28;Crystal Palace/Goalkeeper/Goalkeeper;189
1032;Clint Dempsey;1983-03-09;Fc Fulham/Attack/Second Striker;185
1033;Ryan Tunnicliffe;1992-12-30;Fc Fulham/Midfield/Central Midfield;183
1034;Cauley Woodrow;1994-12-02;Fc Fulham/Attack/Centre-Forward;184
1035;Georgios Karagounis;1977-03-06;Fc Fulham/Midfield/Central Midfield;176
1036;Scott Parker;1980-10-13;Fc Fulham/Midfield/Central Midfield;180
1037;Josh Pritchard;1992-09-23;Fc Fulham/Midfield/Defensive Midfield;181
1038;Elsad Zverotic;1986-10-31;Fc Fulham/Midfield/Defensive Midfield;179
1039;Josh Passley;1994-11-21;Fc Fulham/Defender/Right-Back;183
1040;Mahamadou Diarra;1981-05-18;Fc Fulham/Midfield/Defensive Midfield;182
1041;John Arne Riise;1980-09-24;Fc Fulham/Defender/Left-Back;185
1042;David Stockdale;1985-09-20;Fc Fulham/Goalkeeper/Goalkeeper;190
1043;Daniel Johnson;1992-10-08;Aston Villa/Attack/Attacking Midfield;174
1044;Damien Duff;1979-03-02;Fc Fulham/Midfield/Right Midfield;177
1045;Grant Holt;1981-04-12;Aston Villa/Attack/Centre-Forward;183
